,energy_list,real_Ni,imag_Ni,real_NiO,imag_NiO,exp_2.0,fit_2.0,exp_3.0,fit_3.0,exp_4.0,fit_4.0,exp_5.0,fit_5.0,exp_6.0,fit_6.0,exp_7.0,fit_7.0,exp_8.0,fit_8.0,exp_9.0,fit_9.0
0,848.9,-0.0004015897028577641,0.0003000437224075706,0.0005685503367424269,0.0008637724714293427,0.0011470715561663956,0.0009015003652141593,5.3424786647614814e-05,4.574044891429768e-05,0.00035750058375166876,0.0002638654710115331,0.0001137311815389337,9.824197098882312e-05,4.248593916799639e-05,3.6554935130117997e-05,8.837230855172799e-05,6.906771446351216e-05,3.3587317010175714e-05,3.5293309213482424e-05,4.105253221979944e-05,2.8206615825978327e-05
1,849.2,-0.0005234917426292688,0.0003285919984830928,0.0005769016995496534,0.00102790661560227,0.0014196370433281515,0.0012354510461287593,5.0988801806264355e-05,5.6096187621917934e-05,0.00040435118926162846,0.0003578129056602157,0.000124629373302065,0.00012676843057356988,4.9757257859214495e-05,4.311128557796961e-05,0.00010408476898777977,8.770960334048317e-05,3.52101482687929e-05,4.0511595845356574e-05,3.918236581265743e-05,3.1308599769669875e-05
2,849.5,-0.0006735626766772757,0.00035105116291749553,0.0005395485817632305,0.0012633917560765236,0.0018935471487546709,0.0017343283741851723,7.980485928861669e-05,7.298511315805088e-05,0.000609828594121068,0.0005010147776372322,0.00017018299481294378,0.00016794588484963117,7.874012986986402e-05,5.379120780195482e-05,0.0001363348781737596,0.0001160280352293392,3.5560147682887734e-05,4.777534555895944e-05,4.082888767454109e-05,3.6341655865820404e-05
3,849.8,-0.0008544272008878863,0.00038709764797362445,0.00039071240606784854,0.0016072210256781096,0.002722777382004931,0.0024732972673812813,0.0001096853980842386,0.00010252760291942835,0.0008066894031531711,0.0007219559168929095,0.0002576586955835559,0.0002246107762363196,9.286501862794021e-05,7.243328089964183e-05,0.00019624298018556277,0.00015942382934833947,5.044813795767272e-05,5.695802842684467e-05,5.9205772117566166e-05,4.5066320340446937e-05
4,850.1,-0.0010863968536299054,0.00043102801084930645,4.574783211569119e-05,0.0020858434038546893,0.004430325801787193,0.0036864921565132936,0.00017413210907091508,0.00015876550559274118,0.001321447665545217,0.0010987310579114835,0.0003563142841999498,0.00031114003340605413,0.00011544091120407149,0.00010785494045655172,0.00030587814913482774,0.00023296692166889103,6.543244832201176e-05,6.975978033606979e-05,7.372912795800288e-05,6.154724963648501e-05
5,850.2,-0.0011843955899114439,0.000459601386157343,-0.0001213487583401092,0.0022741623791328806,0.004524274044470373,0.0042521262631898165,0.00018092443553596998,0.0001872320072739358,0.0014032994022530353,0.001278238931568233,0.00034555363834556116,0.00034980231312632453,0.0001292895520787692,0.0001257661716663569,0.0002986710636962324,0.00026788186996510265,8.1467028008481e-05,7.516476268830185e-05,8.621419537247895e-05,6.985468331837337e-05
6,850.3,-0.001297918271595562,0.0004906971522951208,-0.0003128345123531794,0.0024736995398115386,0.004913492699346941,0.004934563030481892,0.0002117961953992138,0.00022211455972174157,0.0015301949196960122,0.001495566902952108,0.0003773974702819163,0.00039619240316540933,0.00014056812402604834,0.00014770890782868712,0.0003105878706479871,0.00031012777168076106,7.705249190975104e-05,8.161940981354796e-05,8.706745102757945e-05,8.002475288609995e-05
7,850.4,-0.0014219389331759696,0.0005288504881487056,-0.0005278517285144712,0.0026810552614381093,0.005598873338440796,0.005725649390749095,0.0002540211453415732,0.00026390382996531177,0.0018766894344452573,0.0017496880755921058,0.0004496816390738259,0.0004490618458179618,0.00016514407887620886,0.00017398520799677308,0.0003787590677615526,0.00035945604111950106,7.849821363669143e-05,8.881175940886831e-05,9.463901151632636e-05,9.218800674119443e-05
8,850.5,-0.0015575983909729598,0.0006118541867104588,-0.0007772488563639432,0.0028918422356999044,0.006497762028235849,0.006525983550040921,0.00030987576901486024,0.0003126514760995016,0.0023309916234890374,0.002017866562718814,0.0005656990618484138,0.0004976902710204426,0.00020398994165754902,0.00020459062866557673,0.0004972910280740466,0.0004111691955041367,8.580011271120173e-05,9.445619438445041e-05,0.00010774407359381764,0.00010628928527651102
9,850.6,-0.0016864987671750657,0.0007015907064246459,-0.0011004928136655492,0.0031008058384572423,0.006483800821264457,0.007409363689660524,0.0003225782744675591,0.00037235994671069503,0.0024529316115458394,0.0023234906857637597,0.0006039335892669232,0.0005473647146940838,0.0002251288802113115,0.000242036895339935,0.0005204819078712145,0.000469812445308943,9.149423526655959e-05,9.939995054156694e-05,0.00012068339191220173,0.0001234859887722625
