,order_list,energy_list,theta_list,file_list,intensity_list,x_list,y_list
0,-4,280.0,-110.0,Captured Image 1213183547.fits,3373.894802493997,536.0,39.0
1,-4,280.0,-105.0,Captured Image 1213183449.fits,4251.424884266779,534.0,47.0
2,-4,280.0,-100.0,Captured Image 1213183129.fits,4519.798481257859,533.0,52.0
3,-4,280.0,-95.0,Captured Image 1213183039.fits,5218.789912596203,532.0,53.0
4,-4,280.0,-90.0,Captured Image 1213182613.fits,5223.04900485955,531.0,51.0
5,-4,280.0,-90.0,Captured Image 1213184845.fits,4860.744501386419,531.0,51.0
6,-4,280.0,-85.0,Captured Image 1213184031.fits,4069.9581331135023,531.0,44.0
7,-4,280.0,-80.0,Captured Image 1213184109.fits,3103.292691412703,530.0,33.0
8,-4,280.0,-75.0,Captured Image 1213184457.fits,1675.2707107857623,529.0,17.0
9,-4,285.2,-110.0,Captured Image 1213183653.fits,3731.549172670789,535.0,47.0
10,-4,285.2,-105.0,Captured Image 1213183412.fits,4340.233826268931,534.0,56.0
11,-4,285.2,-100.0,Captured Image 1213183212.fits,5287.43165259765,533.0,61.0
12,-4,285.2,-95.0,Captured Image 1213182956.fits,5263.77273925394,532.0,63.0
13,-4,285.2,-90.0,Captured Image 1213182702.fits,5504.390643870758,532.0,60.0
14,-4,285.2,-90.0,Captured Image 1213184804.fits,5208.145232441648,532.0,60.0
15,-4,285.2,-85.0,Captured Image 1213183920.fits,4606.961722805451,531.0,54.0
16,-4,285.2,-80.0,Captured Image 1213184146.fits,2572.751115568033,530.0,42.0
17,-4,285.2,-75.0,Captured Image 1213184350.fits,1727.288684203166,529.0,27.0
18,-4,285.2,-70.0,Captured Image 1213184609.fits,1397.6222630337845,541.0,81.0
19,-4,288.6,-110.0,Captured Image 1213183750.fits,13359.856566405,535.0,54.0
20,-4,288.6,-105.0,Captured Image 1213183332.fits,19846.47450399747,535.0,62.0
21,-4,288.6,-100.0,Captured Image 1213183251.fits,21912.406235995455,533.0,67.0
22,-4,288.6,-95.0,Captured Image 1213182917.fits,23334.265070625217,533.0,68.0
23,-4,288.6,-90.0,Captured Image 1213182737.fits,15049.335818606258,532.0,65.0
24,-4,288.6,-90.0,Captured Image 1213182840.fits,23139.555100619513,531.0,66.0
25,-4,288.6,-90.0,Captured Image 1213184725.fits,22319.253426006755,532.0,65.0
26,-4,288.6,-85.0,Captured Image 1213183840.fits,19601.822461554537,531.0,59.0
27,-4,288.6,-80.0,Captured Image 1213184223.fits,14448.611990409803,530.0,48.0
28,-4,288.6,-75.0,Captured Image 1213184301.fits,8585.437887540438,529.0,33.0
29,-4,288.6,-70.0,Captured Image 1213184646.fits,3180.204817472844,529.0,12.0
