,order_list,energy_list,theta_list,file_list,intensity_list,x_list,y_list
0,-4,280.0,-115.0,Captured Image 1215103210.fits,715.52490462696,538.0,25.0
1,-4,280.0,-110.0,Captured Image 1215102900.fits,1876.5358028955272,538.0,36.0
2,-4,280.0,-105.0,Captured Image 1215102819.fits,3136.5647598484466,537.0,44.0
3,-4,280.0,-100.0,Captured Image 1215102440.fits,4522.523289383961,541.0,106.0
4,-4,280.0,-95.0,Captured Image 1215102351.fits,4082.4750262716598,535.0,52.0
5,-4,280.0,-90.0,Captured Image 1215101941.fits,4380.597790594331,534.0,49.0
6,-4,280.0,-90.0,Captured Image 1215104805.fits,4118.804200029547,534.0,49.0
7,-4,280.0,-85.0,Captured Image 1215103257.fits,3849.7845956680285,533.0,42.0
8,-4,280.0,-80.0,Captured Image 1215103615.fits,2923.1058595023587,532.0,29.0
9,-4,280.0,-75.0,Captured Image 1215103652.fits,1468.7206084196773,531.0,12.0
10,-4,280.0,-65.0,Captured Image 1215104318.fits,27303.344280530768,535.0,113.0
11,-4,285.2,-115.0,Captured Image 1215103135.fits,606.614026839505,539.0,33.0
12,-4,285.2,-110.0,Captured Image 1215102940.fits,1563.8788139362255,538.0,45.0
13,-4,285.2,-105.0,Captured Image 1215102737.fits,2574.185655957943,537.0,53.0
14,-4,285.2,-100.0,Captured Image 1215102524.fits,2690.0374682721745,536.0,60.0
15,-4,285.2,-95.0,Captured Image 1215102246.fits,3106.49157723476,535.0,61.0
16,-4,285.2,-90.0,Captured Image 1215102026.fits,3025.902186176984,534.0,58.0
17,-4,285.2,-90.0,Captured Image 1215104717.fits,3510.816476697806,534.0,58.0
18,-4,285.2,-85.0,Captured Image 1215103335.fits,3047.4955361093175,533.0,52.0
19,-4,285.2,-80.0,Captured Image 1215103537.fits,2214.5900894905385,532.0,40.0
20,-4,285.2,-75.0,Captured Image 1215103731.fits,1212.8187329708278,531.0,24.0
21,-4,288.6,-115.0,Captured Image 1215103059.fits,2074.041638612033,538.0,39.0
22,-4,288.6,-110.0,Captured Image 1215103019.fits,6907.796878386302,538.0,52.0
23,-4,288.6,-105.0,Captured Image 1215102652.fits,11160.849609924477,537.0,59.0
24,-4,288.6,-100.0,Captured Image 1215102611.fits,14269.114646732598,536.0,65.0
25,-4,288.6,-95.0,Captured Image 1215102201.fits,15220.563484239428,535.0,67.0
26,-4,288.6,-90.0,Captured Image 1215102106.fits,16063.888512772566,534.0,64.0
27,-4,288.6,-90.0,Captured Image 1215104634.fits,15085.046255501413,534.0,64.0
28,-4,288.6,-85.0,Captured Image 1215103420.fits,14397.881128275538,533.0,57.0
29,-4,288.6,-80.0,Captured Image 1215103456.fits,9286.252308292445,532.0,47.0
30,-4,288.6,-75.0,Captured Image 1215104032.fits,4859.836386653087,531.0,31.0
31,-4,288.6,-70.0,Captured Image 1215103958.fits,1381.8460968057793,530.0,8.0
32,-3,280.0,-80.0,Captured Image 1215103615.fits,1613.8512080247183,533.0,161.0
33,-3,280.0,-75.0,Captured Image 1215103652.fits,2003.253953460959,532.0,150.0
34,-3,280.0,-70.0,Captured Image 1215104234.fits,2011.978118744165,531.0,133.0
35,-3,285.2,-115.0,Captured Image 1215103135.fits,898.0275482867384,538.0,155.0
36,-3,285.2,-110.0,Captured Image 1215102940.fits,1389.8968636641844,538.0,165.0
37,-3,285.2,-90.0,Captured Image 1215104717.fits,1048.3887020505174,535.0,179.0
38,-3,285.2,-85.0,Captured Image 1215103335.fits,1101.4992059019994,535.0,175.0
39,-3,285.2,-80.0,Captured Image 1215103537.fits,1356.7700474672151,533.0,168.0
40,-3,285.2,-75.0,Captured Image 1215103731.fits,1579.6378329629715,532.0,157.0
41,-3,285.2,-70.0,Captured Image 1215104157.fits,1171.7340464309605,530.0,142.0
42,-3,285.2,-65.0,Captured Image 1215104403.fits,1612.7981811058464,530.0,121.0
43,-3,288.6,-115.0,Captured Image 1215103059.fits,2312.795113855368,538.0,160.0
44,-3,288.6,-110.0,Captured Image 1215103019.fits,2954.490215082022,538.0,169.0
45,-3,288.6,-105.0,Captured Image 1215102652.fits,1968.9136421220219,536.0,174.0
46,-3,288.6,-90.0,Captured Image 1215104634.fits,1887.343395402377,537.0,183.0
47,-3,288.6,-85.0,Captured Image 1215103420.fits,2435.4432429801227,535.0,180.0
48,-3,288.6,-80.0,Captured Image 1215103456.fits,4486.150341221708,533.0,173.0
49,-3,288.6,-75.0,Captured Image 1215104032.fits,5961.975036987793,532.0,162.0
50,-3,288.6,-70.0,Captured Image 1215103958.fits,4744.598719995524,531.0,146.0
51,-3,288.6,-65.0,Captured Image 1215104446.fits,4568.767815101509,531.0,126.0
52,-2,280.0,-115.0,Captured Image 1215103210.fits,3471.5178906476385,537.0,274.0
