,energy_list,real_Ni,imag_Ni,exp_2.0,fit_2.0,exp_3.0,fit_3.0,exp_4.0,fit_4.0,exp_5.0,fit_5.0,exp_6.0,fit_6.0,exp_7.0,fit_7.0,exp_8.0,fit_8.0,exp_9.0,fit_9.0
49,854.6,0.0015632945060648556,0.0010463816255647496,0.0015831610458559126,0.0013254656714135327,9.948127846534238e-05,9.706885062948382e-05,0.0004802702295578616,0.0004572868402690204,0.0001212189652292946,0.00010441713550173279,6.79862489287758e-05,6.695575264540067e-05,0.00011601389795852484,0.00011504321226984092,3.350544474917283e-05,3.1798667969959634e-05,5.236071888994532e-05,4.463360743233622e-05
50,854.7,0.0015561576626700786,0.0010126268298508662,0.0012834078563582602,0.0012834685631382013,8.110608657529551e-05,9.477036096915734e-05,0.0003715769698241068,0.00044334703377441824,9.718606095295781e-05,0.00010188116821717117,6.192817314296898e-05,6.563044068462522e-05,8.712832036232214e-05,0.00011216383757665243,2.748829077600214e-05,3.1609542355917747e-05,3.733480462617416e-05,4.402968966152341e-05
51,854.8,0.001541393528973178,0.000988932939994367,0.0013529684106434055,0.0012424564886408006,8.074685191732443e-05,9.252578192426665e-05,0.00040484517922543715,0.0004297341826541006,9.229024296264309e-05,9.940468153824179e-05,6.316850593730627e-05,6.433621365091428e-05,8.855705388357796e-05,0.00010935199804120666,3.2486865209282854e-05,3.14248526453405e-05,3.617381247763227e-05,4.3439936661281064e-05
52,854.9,0.001520721330210827,0.0009736770751367163,0.0013398919243672956,0.0012026666538105305,7.958325852832391e-05,9.034809570492296e-05,0.0003953572714425549,0.0004165270210002601,0.00011677158288442478,9.700199898385872e-05,6.428629214842444e-05,6.308055710256063e-05,0.00010457710330262607,0.0001066239567983355,3.0461380174668217e-05,3.1245667047714004e-05,4.353409029272508e-05,4.2867759448646136e-05
53,855.0,0.0014956974455331905,0.000965242760454123,0.0012401969504230535,0.0011644841067189014,8.35382589169223e-05,8.825837588136578e-05,0.0003841971734517624,0.00040385335512691304,0.00010354385011737609,9.469637142419932e-05,5.29251435840093e-05,6.187562208604351e-05,7.041578712886943e-05,0.00010400611322928933,2.4975923428767917e-05,3.1073719550351925e-05,2.7826072685103156e-05,4.2318695008962406e-05
54,855.1,0.0014676955739535778,0.0009621392465443833,0.0011307714269364806,0.0011283334294614699,8.49814320083276e-05,8.627985970960324e-05,0.0003560328149569665,0.0003918541136002433,0.00010607042134750251,9.251343696503222e-05,5.489459649530407e-05,6.0734807231713424e-05,9.37292395946714e-05,0.0001015275772178513,3.6036209317195126e-05,3.0910922174172636e-05,3.675069627286076e-05,4.179884882623118e-05
55,855.6,0.00131787600101461,0.0009888643325059619,0.0010960418620911544,0.0009885190229548166,5.8042755083515425e-05,7.86278574428427e-05,0.0003284617416623015,0.00034544649526893124,8.201016131781758e-05,8.407083757255115e-05,4.8910244488104394e-05,5.632265332775445e-05,8.88024616027059e-05,9.194172523015878e-05,3.86953290049611e-05,3.0281295836351554e-05,3.911988254292253e-05,3.9788319811913035e-05
56,856.1,0.0011985654895845228,0.0010362302516392797,0.0009905563003387147,0.0009203098556833059,6.577724392057255e-05,7.489478933050472e-05,0.0002856288722869771,0.00032280630331358933,9.643638693138408e-05,7.995207264298227e-05,5.102630624492907e-05,5.417016166983319e-05,7.920537412063814e-05,8.726521872410468e-05,2.970861123974755e-05,2.9974129434347458e-05,3.1793943700345663e-05,3.880747303604574e-05
57,856.6,0.0011211613049512213,0.0010824581806648356,0.0009563414017739109,0.0009021733302927272,6.507346868106598e-05,7.390218251073994e-05,0.0002876667349343478,0.0003167863732562238,9.721506981669512e-05,7.885691069172133e-05,3.955085963292552e-05,5.3597823358598554e-05,8.426351009293504e-05,8.602175567684825e-05,4.1020005165956445e-05,2.9892455203860162e-05,4.030938046764681e-05,3.854667007998598e-05
58,857.1,0.0010695603425274825,0.0011234050434643567,0.001072905966569854,0.0009066732911551637,5.072596536147965e-05,7.414846407485085e-05,0.0002932555617161015,0.00031828001380033945,9.796602052311632e-05,7.912863781764942e-05,4.8389814668498894e-05,5.3739829610907866e-05,7.177761720374013e-05,8.63302786671144e-05,2.3890626785529857e-05,2.9912719881506376e-05,2.9270335400199394e-05,3.8611379447949387e-05
59,857.6,0.0010258129433707518,0.0011577727744167914,0.0011095268188264788,0.0009140297113263068,5.9121137834587574e-05,7.455107883559906e-05,0.00031802153666953773,0.0003207217789096518,0.0001133283509665381,7.957285032778705e-05,3.645470158047067e-05,5.3971977776381266e-05,8.827295012984582e-05,8.68346441090011e-05,4.143184604371044e-05,2.9945848054829552e-05,3.675899356998e-05,3.871716465682122e-05
60,858.1,0.0009780954990552008,0.0011847938546458798,0.0010313596944134028,0.0009132131152203473,5.177497936118841e-05,7.450638676551876e-05,0.00030218155488122024,0.0003204507318740632,8.798724317564429e-05,7.952354071828165e-05,3.70888086588024e-05,5.394620827388943e-05,6.621583272778156e-05,8.677865725041454e-05,3.088204725444784e-05,2.994217067687888e-05,4.0485331147630004e-05,3.870542201738204e-05
61,858.6,0.0009208992016659716,0.0012039024345997275,0.0011223065780252492,0.0008998996901534793,6.51904671017243e-05,7.377774683966695e-05,0.0003392014137414582,0.0003160316997827148,8.841977037527672e-05,7.87196184531177e-05,4.917728912514332e-05,5.352607359784622e-05,7.900828494608073e-05,8.586587204230251e-05,3.422881251752806e-05,2.9882216318253406e-05,3.377479855896294e-05,3.851397516976684e-05
62,859.1,0.0008531727103110973,0.001214698534780581,0.0010373041073167726,0.0008741419677690269,4.734120361703747e-05,7.236803409977817e-05,0.0002986349206841585,0.0003074821190966596,8.102807430520137e-05,7.716425562043046e-05,5.6202687489429536e-05,5.271323150084641e-05,7.741365846975554e-05,8.409989012036313e-05,3.3163341372549356e-05,2.976622154474798e-05,3.4090918437389476e-05,3.814357951819835e-05
63,859.6,0.0007764949626028621,0.0012169547037512005,0.0009506766342974263,0.0008383205863787954,5.98058203761498e-05,7.040754019614384e-05,0.00028833495632229995,0.00029559217844466314,9.343737282610234e-05,7.500120547188508e-05,4.226816939553519e-05,5.158280830845105e-05,5.7796242641973076e-05,8.164393104875558e-05,3.5240243558687604e-05,2.9604907086932432e-05,3.4081411021115785e-05,3.7628468604970765e-05
64,860.1,0.0006937533721878727,0.001210623247645159,0.0008172462077258519,0.0007955894755811645,4.9154773099973664e-05,6.806887878882239e-05,0.0002313983873620063,0.00028140873962518014,7.400442130045725e-05,7.242091593610717e-05,4.1627902824712085e-05,5.023433326902587e-05,6.691632712161478e-05,7.871423221721005e-05,2.9430242302427964e-05,2.941247603869665e-05,3.216490595728373e-05,3.701399588918098e-05
65,860.6,0.0006082886387452688,0.0011958378486465959,0.0007730930237313223,0.0007488795407094871,4.010336505119305e-05,6.551245748397418e-05,0.00024973924027617034,0.0002659046375518213,7.552516148327783e-05,6.960036777069555e-05,4.190885471623875e-05,4.876029760526949e-05,6.829272731267095e-05,7.551174019065806e-05,2.993873312068033e-05,2.920212714856482e-05,2.9039650778644092e-05,3.6342307744426403e-05
66,861.1,0.0005233645339309802,0.0011729088682324556,0.0008986192314442908,0.0007004038360431662,6.462762237913536e-05,6.285939610598342e-05,0.00027384148966534417,0.0002498144358572702,8.283117634915433e-05,6.667319477764284e-05,4.929024944241894e-05,4.7230539156661476e-05,6.963761713425904e-05,7.218818476070791e-05,3.111415353390485e-05,2.8983826465788618e-05,3.8922470932508834e-05,3.564522785719377e-05
