,energy_list,real_Ni,imag_Ni,real_NiO,imag_NiO,exp_2.0,fit_2.0,exp_3.0,fit_3.0,exp_4.0,fit_4.0,exp_5.0,fit_5.0,exp_6.0,fit_6.0,exp_7.0,fit_7.0,exp_8.0,fit_8.0,exp_9.0,fit_9.0
0,848.9,-0.0011696770365926274,0.00045661235873417427,-0.00044846151949948996,0.000982272155459755,0.0005582603727746792,0.00044468789621436306,6.18640662080123e-05,0.00011912335893975166,0.00021577820380027447,0.00017238444919085208,5.0940192690645636e-05,3.243257532400168e-05,5.405812015143363e-05,5.866119442460129e-05,5.090158490006972e-05,4.067029392019984e-05,2.8830756969259244e-05,2.829410177010662e-05,4.122000516205166e-05,3.3203440621321615e-05
1,849.2,-0.001536289360648419,0.0005949275237995988,-0.0005371735685774288,0.0011094319728465608,0.0007827802138491804,0.0006148476247427303,8.908128812335009e-05,0.00015688520140697037,0.00029497150037274247,0.00023179489224218542,5.575212241657612e-05,3.491103772544095e-05,5.7805561302946925e-05,7.18160849143544e-05,6.253403797647673e-05,4.649950875656788e-05,3.8967218782731835e-05,2.90926316935368e-05,4.7279896952381135e-05,3.599801223501463e-05
2,849.5,-0.0019867920363929367,0.0008863772379361015,-0.0006013685068740368,0.0012712423160856376,0.001113556434002634,0.0008675071649860158,0.00013447004992993422,0.0002129694950120044,0.0003971823475517702,0.00032001404028489654,7.440044760732103e-05,3.8589771480226476e-05,8.221816517313861e-05,9.135313775704217e-05,8.120048896706204e-05,5.515367998674238e-05,3.5150577951569816e-05,3.027917263835145e-05,4.1637083093734355e-05,4.014783753474232e-05
3,849.8,-0.002411819341194379,0.0015914334194019962,-0.0006010461121226055,0.00148067337309362,0.0013923280166307302,0.0012101729509477615,0.0002020391087217825,0.00028904810668393,0.0005232377794973314,0.0004396645684215957,6.434512495575506e-05,4.3577521888631425e-05,9.739630266387586e-05,0.00011785445861431036,8.398040470693664e-05,6.688941616702612e-05,3.523977477419428e-05,3.188931729724874e-05,4.554326101002833e-05,4.5776342310956846e-05
4,850.1,-0.0024816373084834645,0.002565468772690372,-0.0003658362631426178,0.0017620565313634993,0.002167098068174158,0.0016458445965916331,0.00029938900142047474,0.0003858067137992388,0.000786071785629279,0.0005917998732587703,7.673434693414023e-05,4.9916023916565534e-05,0.00015477908916323015,0.00015155787463844823,0.0001484628239082732,8.180768103309833e-05,3.3400757951948104e-05,3.393835478728057e-05,6.084251963833435e-05,5.293327330338326e-05
5,850.2,-0.0024117511574380983,0.002908353214485187,-0.0001673684799879244,0.0018779137121414167,0.0021345434817080806,0.0018536577381309523,0.00027693283029050743,0.0004319709302943412,0.0007610356919683681,0.0006643709421125792,8.896425287261371e-05,5.2938395964888536e-05,0.00014343437499610685,0.00016763744969624687,0.000122898136880268,8.892264285234408e-05,4.246576890475215e-05,3.491639344033272e-05,6.1018788752523565e-05,5.6347355056234076e-05
6,850.3,-0.0022233739349048222,0.003319624111178687,0.00012212679868706892,0.0020069939437460157,0.0028645361034185138,0.0021098100271630294,0.000424385046467542,0.0004888635630405276,0.0010939641659765348,0.0007538196920884443,0.00012240196491321257,5.666475589989392e-05,0.00019987735638049865,0.0001874543738703582,0.00014693362657963694,9.769348500423137e-05,4.569466922788785e-05,3.612133981499053e-05,7.664060816789517e-05,6.055534553461678e-05
7,850.4,-0.0019558867642586355,0.0035742837916202023,0.0005138217010827513,0.0021501152820696647,0.0029376482438174213,0.002394920685491474,0.0003986323114049553,0.0005521487175140108,0.0011359753630705708,0.0008533687789338,0.00011411838340776044,6.081622666030608e-05,0.00020420187249930956,0.00020949998757933025,0.000155376670060424,0.00010745940700373276,3.564924893150899e-05,3.7460127117392334e-05,7.715909963121379e-05,6.523810613231375e-05
8,850.5,-0.001683342410061704,0.0038056306855367853,0.00100432020249316,0.002307363102133254,0.0031055453752753173,0.0028763134824927985,0.00045819991279748236,0.000658980826955178,0.0012221291786505856,0.0010214451724565633,0.00011065971056301415,6.78278178392223e-05,0.00019573977230217418,0.0002467164418712485,0.00015351604693733756,0.00012395050206702235,3.997031066111968e-05,3.971930697423234e-05,8.026308821006596e-05,7.31441632323128e-05
9,850.6,-0.0014134876033019223,0.0040162408103692785,0.0015694784093160654,0.002477775787965473,0.003908384329482533,0.0036066705084401747,0.0006467833539862568,0.0008210353322004887,0.0014397993808904221,0.0012764377626540502,0.00010882303874456677,7.846841465251508e-05,0.00026184333466037216,0.0003031718658827986,0.00021044661218938982,0.0001489729324949151,4.435869867930934e-05,4.314515220723207e-05,9.435010885294355e-05,8.513834560785293e-05
10,850.7,-0.001047173142858843,0.004246735977061076,0.0021624633062321385,0.002659074650041322,0.004903104282963862,0.004469535374720134,0.0008480301776578012,0.0010124211168033716,0.0018844336447697814,0.001577672005090258,0.0001366168677277144,9.104638423843215e-05,0.0003565744710561495,0.0003698491561101476,0.00022311393460301614,0.00017854144536781863,5.579626754046068e-05,4.718829915126002e-05,0.00011446260546497403,9.930692492719663e-05
11,850.8,-0.000668068774675392,0.004252417965687793,0.0027185420672098145,0.002847502220725458,0.005096252954160529,0.005264861092342758,0.0009484761827242373,0.0011887185569592364,0.001985914840279534,0.0018552947807697403,0.00012278526730450585,0.00010265041447012713,0.0003954344661716934,0.00043127539409239745,0.00025206789118357813,0.0002058052327570138,6.418583984302275e-05,5.090843737936136e-05,0.00012379484476532932,0.000112363875148434
12,850.9,-0.0002889644064912759,0.004258099954314517,0.00316696930035196,0.0030378299943831675,0.005884225702792264,0.005917519302986781,0.0013201619038095077,0.001333313119931593,0.0024475360576747414,0.002083093049377888,0.00015840209331383762,0.0001121805545838201,0.000512532749748639,0.000481659655471197,0.000270331752215146,0.00022818539837790385,7.444614174902349e-05,5.3956514635716214e-05,0.00012797439023167008,0.00012307674678279832
13,851.0,4.2880464796078236e-05,0.004177502618614848,0.0034473389946764917,0.0032235782031291797,0.005619823404996525,0.006226680016680677,0.001291103380236141,0.001401669493639575,0.0023380697941116297,0.0021909580155555913,0.00014532459734607943,0.00011670839480087534,0.0004934226419835362,0.0005054857061069939,0.00025259769843760096,0.00023879909526671052,7.938096878058835e-05,5.5392061889074975e-05,0.0001433862695109274,0.00012814805813982173
